"No.","Time","Source","Destination","Protocol","Length","Info","TS","Seq"
"166","1.900147","10.2.0.17","10.2.0.11","RTP","89","PT=DynamicRTP-Type-127, SSRC=0x76832B0C, Seq=15696, Time=1628644255","1628644255","15696"
"167","1.902124","10.2.0.11","10.2.0.17","RTP","89","PT=DynamicRTP-Type-127, SSRC=0x76832B0C, Seq=15696, Time=1628644255","1628644255","15696"
"168","1.919127","10.2.0.17","10.2.0.11","RTP","89","PT=DynamicRTP-Type-127, SSRC=0x76832B0C, Seq=15697, Time=1628644415","1628644415","15697"
"169","1.921796","10.2.0.11","10.2.0.17","RTP","89","PT=DynamicRTP-Type-127, SSRC=0x76832B0C, Seq=15697, Time=1628644415","1628644415","15697"
"170","1.940043","10.2.0.17","10.2.0.11","RTP","89","PT=DynamicRTP-Type-127, SSRC=0x76832B0C, Seq=15698, Time=1628644575","1628644575","15698"
"171","1.942078","10.2.0.11","10.2.0.17","RTP","89","PT=DynamicRTP-Type-127, SSRC=0x76832B0C, Seq=15698, Time=1628644575","1628644575","15698"
"172","1.959019","10.2.0.17","10.2.0.11","RTP","89","PT=DynamicRTP-Type-127, SSRC=0x76832B0C, Seq=15699, Time=1628644735","1628644735","15699"
"173","1.961204","10.2.0.11","10.2.0.17","RTP","89","PT=DynamicRTP-Type-127, SSRC=0x76832B0C, Seq=15699, Time=1628644735","1628644735","15699"
"174","1.979018","10.2.0.17","10.2.0.11","RTP","89","PT=DynamicRTP-Type-127, SSRC=0x76832B0C, Seq=15700, Time=1628644895","1628644895","15700"
"175","1.980994","10.2.0.11","10.2.0.17","RTP","89","PT=DynamicRTP-Type-127, SSRC=0x76832B0C, Seq=15700, Time=1628644895","1628644895","15700"
"176","1.999108","10.2.0.17","10.2.0.11","RTP","89","PT=DynamicRTP-Type-127, SSRC=0x76832B0C, Seq=15701, Time=1628645055","1628645055","15701"
"177","2.001888","10.2.0.11","10.2.0.17","RTP","89","PT=DynamicRTP-Type-127, SSRC=0x76832B0C, Seq=15701, Time=1628645055","1628645055","15701"
"178","2.019151","10.2.0.17","10.2.0.11","RTP","89","PT=DynamicRTP-Type-127, SSRC=0x76832B0C, Seq=15702, Time=1628645215","1628645215","15702"
"179","2.022000","10.2.0.11","10.2.0.17","RTP","89","PT=DynamicRTP-Type-127, SSRC=0x76832B0C, Seq=15702, Time=1628645215","1628645215","15702"
"180","2.039379","10.2.0.17","10.2.0.11","RTP","63","PT=DynamicRTP-Type-127, SSRC=0x76832B0C, Seq=15703, Time=1628645375","1628645375","15703"
"181","2.041596","10.2.0.11","10.2.0.17","RTP","63","PT=DynamicRTP-Type-127, SSRC=0x76832B0C, Seq=15703, Time=1628645375","1628645375","15703"
"182","2.100118","10.2.0.17","10.2.0.11","RTP","63","PT=DynamicRTP-Type-127, SSRC=0x76832B0C, Seq=15704, Time=1628645855","1628645855","15704"
"183","2.102570","10.2.0.11","10.2.0.17","RTP","63","PT=DynamicRTP-Type-127, SSRC=0x76832B0C, Seq=15704, Time=1628645855","1628645855","15704"
"184","2.200127","10.2.0.17","10.2.0.11","RTP","89","PT=DynamicRTP-Type-127, SSRC=0x76832B0C, Seq=15705, Time=1628646655, Mark","1628646655","15705"
"185","2.201976","10.2.0.11","10.2.0.17","RTP","89","PT=DynamicRTP-Type-127, SSRC=0x76832B0C, Seq=15705, Time=1628646655, Mark","1628646655","15705"
"186","2.220158","10.2.0.17","10.2.0.11","RTP","89","PT=DynamicRTP-Type-127, SSRC=0x76832B0C, Seq=15706, Time=1628646815","1628646815","15706"
"187","2.222264","10.2.0.11","10.2.0.17","RTP","89","PT=DynamicRTP-Type-127, SSRC=0x76832B0C, Seq=15706, Time=1628646815","1628646815","15706"
"188","2.239124","10.2.0.17","10.2.0.11","RTP","89","PT=DynamicRTP-Type-127, SSRC=0x76832B0C, Seq=15707, Time=1628646975","1628646975","15707"
"189","2.241428","10.2.0.11","10.2.0.17","RTP","89","PT=DynamicRTP-Type-127, SSRC=0x76832B0C, Seq=15707, Time=1628646975","1628646975","15707"
"190","2.260043","10.2.0.17","10.2.0.11","RTP","89","PT=DynamicRTP-Type-127, SSRC=0x76832B0C, Seq=15708, Time=1628647135","1628647135","15708"
"191","2.262219","10.2.0.11","10.2.0.17","RTP","89","PT=DynamicRTP-Type-127, SSRC=0x76832B0C, Seq=15708, Time=1628647135","1628647135","15708"
"192","2.279178","10.2.0.17","10.2.0.11","RTP","89","PT=DynamicRTP-Type-127, SSRC=0x76832B0C, Seq=15709, Time=1628647295","1628647295","15709"
"193","2.281592","10.2.0.11","10.2.0.17","RTP","89","PT=DynamicRTP-Type-127, SSRC=0x76832B0C, Seq=15709, Time=1628647295","1628647295","15709"
"194","2.299123","10.2.0.17","10.2.0.11","RTP","89","PT=DynamicRTP-Type-127, SSRC=0x76832B0C, Seq=15710, Time=1628647455","1628647455","15710"
"195","2.301301","10.2.0.11","10.2.0.17","RTP","89","PT=DynamicRTP-Type-127, SSRC=0x76832B0C, Seq=15710, Time=1628647455","1628647455","15710"
"196","2.319149","10.2.0.17","10.2.0.11","RTP","89","PT=DynamicRTP-Type-127, SSRC=0x76832B0C, Seq=15711, Time=1628647615","1628647615","15711"
"197","2.321218","10.2.0.11","10.2.0.17","RTP","89","PT=DynamicRTP-Type-127, SSRC=0x76832B0C, Seq=15711, Time=1628647615","1628647615","15711"
"198","2.339183","10.2.0.17","10.2.0.11","RTP","89","PT=DynamicRTP-Type-127, SSRC=0x76832B0C, Seq=15712, Time=1628647775","1628647775","15712"
"199","2.341311","10.2.0.11","10.2.0.17","RTP","89","PT=DynamicRTP-Type-127, SSRC=0x76832B0C, Seq=15712, Time=1628647775","1628647775","15712"
"200","2.360131","10.2.0.17","10.2.0.11","RTP","89","PT=DynamicRTP-Type-127, SSRC=0x76832B0C, Seq=15713, Time=1628647935","1628647935","15713"
"201","2.361917","10.2.0.11","10.2.0.17","RTP","89","PT=DynamicRTP-Type-127, SSRC=0x76832B0C, Seq=15713, Time=1628647935","1628647935","15713"
"202","2.380123","10.2.0.17","10.2.0.11","RTP","89","PT=DynamicRTP-Type-127, SSRC=0x76832B0C, Seq=15714, Time=1628648095","1628648095","15714"
"203","2.387805","10.2.0.11","10.2.0.17","RTP","89","PT=DynamicRTP-Type-127, SSRC=0x76832B0C, Seq=15714, Time=1628648095","1628648095","15714"
"204","2.399127","10.2.0.17","10.2.0.11","RTP","89","PT=DynamicRTP-Type-127, SSRC=0x76832B0C, Seq=15715, Time=1628648255","1628648255","15715"
"205","2.401263","10.2.0.11","10.2.0.17","RTP","89","PT=DynamicRTP-Type-127, SSRC=0x76832B0C, Seq=15715, Time=1628648255","1628648255","15715"
"206","2.419120","10.2.0.17","10.2.0.11","RTP","89","PT=DynamicRTP-Type-127, SSRC=0x76832B0C, Seq=15716, Time=1628648415","1628648415","15716"
"207","2.420990","10.2.0.11","10.2.0.17","RTP","89","PT=DynamicRTP-Type-127, SSRC=0x76832B0C, Seq=15716, Time=1628648415","1628648415","15716"
"208","2.439194","10.2.0.17","10.2.0.11","RTP","89","PT=DynamicRTP-Type-127, SSRC=0x76832B0C, Seq=15717, Time=1628648575","1628648575","15717"
"209","2.440978","10.2.0.11","10.2.0.17","RTP","89","PT=DynamicRTP-Type-127, SSRC=0x76832B0C, Seq=15717, Time=1628648575","1628648575","15717"
"210","2.459135","10.2.0.17","10.2.0.11","RTP","89","PT=DynamicRTP-Type-127, SSRC=0x76832B0C, Seq=15718, Time=1628648735","1628648735","15718"
"211","2.461030","10.2.0.11","10.2.0.17","RTP","89","PT=DynamicRTP-Type-127, SSRC=0x76832B0C, Seq=15718, Time=1628648735","1628648735","15718"
"212","2.479094","10.2.0.17","10.2.0.11","RTP","89","PT=DynamicRTP-Type-127, SSRC=0x76832B0C, Seq=15719, Time=1628648895","1628648895","15719"
"213","2.481258","10.2.0.11","10.2.0.17","RTP","89","PT=DynamicRTP-Type-127, SSRC=0x76832B0C, Seq=15719, Time=1628648895","1628648895","15719"
"214","2.500079","10.2.0.17","10.2.0.11","RTP","89","PT=DynamicRTP-Type-127, SSRC=0x76832B0C, Seq=15720, Time=1628649055","1628649055","15720"
"215","2.502623","10.2.0.11","10.2.0.17","RTP","89","PT=DynamicRTP-Type-127, SSRC=0x76832B0C, Seq=15720, Time=1628649055","1628649055","15720"
"216","2.519206","10.2.0.17","10.2.0.11","RTP","89","PT=DynamicRTP-Type-127, SSRC=0x76832B0C, Seq=15721, Time=1628649215","1628649215","15721"
"217","2.521734","10.2.0.11","10.2.0.17","RTP","89","PT=DynamicRTP-Type-127, SSRC=0x76832B0C, Seq=15721, Time=1628649215","1628649215","15721"
"218","2.539193","10.2.0.17","10.2.0.11","RTP","89","PT=DynamicRTP-Type-127, SSRC=0x76832B0C, Seq=15722, Time=1628649375","1628649375","15722"
"219","2.541302","10.2.0.11","10.2.0.17","RTP","89","PT=DynamicRTP-Type-127, SSRC=0x76832B0C, Seq=15722, Time=1628649375","1628649375","15722"
"220","2.559170","10.2.0.17","10.2.0.11","RTP","89","PT=DynamicRTP-Type-127, SSRC=0x76832B0C, Seq=15723, Time=1628649535","1628649535","15723"
"221","2.561565","10.2.0.11","10.2.0.17","RTP","89","PT=DynamicRTP-Type-127, SSRC=0x76832B0C, Seq=15723, Time=1628649535","1628649535","15723"
"222","2.579153","10.2.0.17","10.2.0.11","RTP","89","PT=DynamicRTP-Type-127, SSRC=0x76832B0C, Seq=15724, Time=1628649695","1628649695","15724"
"223","2.582146","10.2.0.11","10.2.0.17","RTP","89","PT=DynamicRTP-Type-127, SSRC=0x76832B0C, Seq=15724, Time=1628649695","1628649695","15724"
"224","2.599150","10.2.0.17","10.2.0.11","RTP","89","PT=DynamicRTP-Type-127, SSRC=0x76832B0C, Seq=15725, Time=1628649855","1628649855","15725"
"225","2.601381","10.2.0.11","10.2.0.17","RTP","89","PT=DynamicRTP-Type-127, SSRC=0x76832B0C, Seq=15725, Time=1628649855","1628649855","15725"
"226","2.619258","10.2.0.17","10.2.0.11","RTP","89","PT=DynamicRTP-Type-127, SSRC=0x76832B0C, Seq=15726, Time=1628650015","1628650015","15726"
"227","2.621371","10.2.0.11","10.2.0.17","RTP","89","PT=DynamicRTP-Type-127, SSRC=0x76832B0C, Seq=15726, Time=1628650015","1628650015","15726"
"228","2.639119","10.2.0.17","10.2.0.11","RTP","89","PT=DynamicRTP-Type-127, SSRC=0x76832B0C, Seq=15727, Time=1628650175","1628650175","15727"
"229","2.642652","10.2.0.11","10.2.0.17","RTP","89","PT=DynamicRTP-Type-127, SSRC=0x76832B0C, Seq=15727, Time=1628650175","1628650175","15727"
"230","2.659299","10.2.0.17","10.2.0.11","RTP","89","PT=DynamicRTP-Type-127, SSRC=0x76832B0C, Seq=15728, Time=1628650335","1628650335","15728"
"231","2.661451","10.2.0.11","10.2.0.17","RTP","89","PT=DynamicRTP-Type-127, SSRC=0x76832B0C, Seq=15728, Time=1628650335","1628650335","15728"
"232","2.679128","10.2.0.17","10.2.0.11","RTP","89","PT=DynamicRTP-Type-127, SSRC=0x76832B0C, Seq=15729, Time=1628650495","1628650495","15729"
"233","2.681087","10.2.0.11","10.2.0.17","RTP","89","PT=DynamicRTP-Type-127, SSRC=0x76832B0C, Seq=15729, Time=1628650495","1628650495","15729"
"234","2.700088","10.2.0.17","10.2.0.11","RTP","89","PT=DynamicRTP-Type-127, SSRC=0x76832B0C, Seq=15730, Time=1628650655","1628650655","15730"
"235","2.702057","10.2.0.11","10.2.0.17","RTP","89","PT=DynamicRTP-Type-127, SSRC=0x76832B0C, Seq=15730, Time=1628650655","1628650655","15730"
"236","2.720244","10.2.0.17","10.2.0.11","RTP","89","PT=DynamicRTP-Type-127, SSRC=0x76832B0C, Seq=15731, Time=1628650815","1628650815","15731"
"237","2.722703","10.2.0.11","10.2.0.17","RTP","89","PT=DynamicRTP-Type-127, SSRC=0x76832B0C, Seq=15731, Time=1628650815","1628650815","15731"
"238","2.739205","10.2.0.17","10.2.0.11","RTP","89","PT=DynamicRTP-Type-127, SSRC=0x76832B0C, Seq=15732, Time=1628650975","1628650975","15732"
"239","2.741213","10.2.0.11","10.2.0.17","RTP","89","PT=DynamicRTP-Type-127, SSRC=0x76832B0C, Seq=15732, Time=1628650975","1628650975","15732"
"240","2.760148","10.2.0.17","10.2.0.11","RTP","89","PT=DynamicRTP-Type-127, SSRC=0x76832B0C, Seq=15733, Time=1628651135","1628651135","15733"
"241","2.762451","10.2.0.11","10.2.0.17","RTP","89","PT=DynamicRTP-Type-127, SSRC=0x76832B0C, Seq=15733, Time=1628651135","1628651135","15733"
"242","2.779134","10.2.0.17","10.2.0.11","RTP","63","PT=DynamicRTP-Type-127, SSRC=0x76832B0C, Seq=15734, Time=1628651295","1628651295","15734"
"243","2.781201","10.2.0.11","10.2.0.17","RTP","63","PT=DynamicRTP-Type-127, SSRC=0x76832B0C, Seq=15734, Time=1628651295","1628651295","15734"
"244","2.840230","10.2.0.17","10.2.0.11","RTP","63","PT=DynamicRTP-Type-127, SSRC=0x76832B0C, Seq=15735, Time=1628651775","1628651775","15735"
"245","2.842356","10.2.0.11","10.2.0.17","RTP","63","PT=DynamicRTP-Type-127, SSRC=0x76832B0C, Seq=15735, Time=1628651775","1628651775","15735"
"246","2.939209","10.2.0.17","10.2.0.11","RTP","89","PT=DynamicRTP-Type-127, SSRC=0x76832B0C, Seq=15736, Time=1628652575, Mark","1628652575","15736"
"247","2.942130","10.2.0.11","10.2.0.17","RTP","89","PT=DynamicRTP-Type-127, SSRC=0x76832B0C, Seq=15736, Time=1628652575, Mark","1628652575","15736"
"248","2.959293","10.2.0.17","10.2.0.11","RTP","89","PT=DynamicRTP-Type-127, SSRC=0x76832B0C, Seq=15737, Time=1628652735","1628652735","15737"
"249","2.961462","10.2.0.11","10.2.0.17","RTP","89","PT=DynamicRTP-Type-127, SSRC=0x76832B0C, Seq=15737, Time=1628652735","1628652735","15737"
"250","2.979183","10.2.0.17","10.2.0.11","RTP","89","PT=DynamicRTP-Type-127, SSRC=0x76832B0C, Seq=15738, Time=1628652895","1628652895","15738"
"251","2.981532","10.2.0.11","10.2.0.17","RTP","89","PT=DynamicRTP-Type-127, SSRC=0x76832B0C, Seq=15738, Time=1628652895","1628652895","15738"
"252","2.999072","10.2.0.17","10.2.0.11","RTP","89","PT=DynamicRTP-Type-127, SSRC=0x76832B0C, Seq=15739, Time=1628653055","1628653055","15739"
"253","3.001228","10.2.0.11","10.2.0.17","RTP","89","PT=DynamicRTP-Type-127, SSRC=0x76832B0C, Seq=15739, Time=1628653055","1628653055","15739"
"254","3.019163","10.2.0.17","10.2.0.11","RTP","89","PT=DynamicRTP-Type-127, SSRC=0x76832B0C, Seq=15740, Time=1628653215","1628653215","15740"
"255","3.021888","10.2.0.11","10.2.0.17","RTP","89","PT=DynamicRTP-Type-127, SSRC=0x76832B0C, Seq=15740, Time=1628653215","1628653215","15740"
"256","3.039254","10.2.0.17","10.2.0.11","RTP","89","PT=DynamicRTP-Type-127, SSRC=0x76832B0C, Seq=15741, Time=1628653375","1628653375","15741"
"257","3.042759","10.2.0.11","10.2.0.17","RTP","89","PT=DynamicRTP-Type-127, SSRC=0x76832B0C, Seq=15741, Time=1628653375","1628653375","15741"
"258","3.059181","10.2.0.17","10.2.0.11","RTP","89","PT=DynamicRTP-Type-127, SSRC=0x76832B0C, Seq=15742, Time=1628653535","1628653535","15742"
"259","3.061662","10.2.0.11","10.2.0.17","RTP","89","PT=DynamicRTP-Type-127, SSRC=0x76832B0C, Seq=15742, Time=1628653535","1628653535","15742"
"260","3.079159","10.2.0.17","10.2.0.11","RTP","89","PT=DynamicRTP-Type-127, SSRC=0x76832B0C, Seq=15743, Time=1628653695","1628653695","15743"
"261","3.081448","10.2.0.11","10.2.0.17","RTP","89","PT=DynamicRTP-Type-127, SSRC=0x76832B0C, Seq=15743, Time=1628653695","1628653695","15743"
"262","3.099150","10.2.0.17","10.2.0.11","RTP","89","PT=DynamicRTP-Type-127, SSRC=0x76832B0C, Seq=15744, Time=1628653855","1628653855","15744"
"263","3.101244","10.2.0.11","10.2.0.17","RTP","89","PT=DynamicRTP-Type-127, SSRC=0x76832B0C, Seq=15744, Time=1628653855","1628653855","15744"
"264","3.119217","10.2.0.17","10.2.0.11","RTP","89","PT=DynamicRTP-Type-127, SSRC=0x76832B0C, Seq=15745, Time=1628654015","1628654015","15745"
"265","3.121934","10.2.0.11","10.2.0.17","RTP","89","PT=DynamicRTP-Type-127, SSRC=0x76832B0C, Seq=15745, Time=1628654015","1628654015","15745"
"266","3.139195","10.2.0.17","10.2.0.11","RTP","89","PT=DynamicRTP-Type-127, SSRC=0x76832B0C, Seq=15746, Time=1628654175","1628654175","15746"
"267","3.143232","10.2.0.11","10.2.0.17","RTP","89","PT=DynamicRTP-Type-127, SSRC=0x76832B0C, Seq=15746, Time=1628654175","1628654175","15746"
"268","3.159223","10.2.0.17","10.2.0.11","RTP","89","PT=DynamicRTP-Type-127, SSRC=0x76832B0C, Seq=15747, Time=1628654335","1628654335","15747"
"269","3.161718","10.2.0.11","10.2.0.17","RTP","89","PT=DynamicRTP-Type-127, SSRC=0x76832B0C, Seq=15747, Time=1628654335","1628654335","15747"
"270","3.179234","10.2.0.17","10.2.0.11","RTP","89","PT=DynamicRTP-Type-127, SSRC=0x76832B0C, Seq=15748, Time=1628654495","1628654495","15748"
"271","3.181474","10.2.0.11","10.2.0.17","RTP","89","PT=DynamicRTP-Type-127, SSRC=0x76832B0C, Seq=15748, Time=1628654495","1628654495","15748"
"272","3.199135","10.2.0.17","10.2.0.11","RTP","89","PT=DynamicRTP-Type-127, SSRC=0x76832B0C, Seq=15749, Time=1628654655","1628654655","15749"
"273","3.201151","10.2.0.11","10.2.0.17","RTP","89","PT=DynamicRTP-Type-127, SSRC=0x76832B0C, Seq=15749, Time=1628654655","1628654655","15749"
"274","3.219231","10.2.0.17","10.2.0.11","RTP","89","PT=DynamicRTP-Type-127, SSRC=0x76832B0C, Seq=15750, Time=1628654815","1628654815","15750"
"275","3.225117","10.2.0.11","10.2.0.17","RTP","89","PT=DynamicRTP-Type-127, SSRC=0x76832B0C, Seq=15750, Time=1628654815","1628654815","15750"
"276","3.239169","10.2.0.17","10.2.0.11","RTP","89","PT=DynamicRTP-Type-127, SSRC=0x76832B0C, Seq=15751, Time=1628654975","1628654975","15751"
"277","3.241199","10.2.0.11","10.2.0.17","RTP","89","PT=DynamicRTP-Type-127, SSRC=0x76832B0C, Seq=15751, Time=1628654975","1628654975","15751"
"278","3.259185","10.2.0.17","10.2.0.11","RTP","89","PT=DynamicRTP-Type-127, SSRC=0x76832B0C, Seq=15752, Time=1628655135","1628655135","15752"
"279","3.261577","10.2.0.11","10.2.0.17","RTP","89","PT=DynamicRTP-Type-127, SSRC=0x76832B0C, Seq=15752, Time=1628655135","1628655135","15752"
"280","3.279193","10.2.0.17","10.2.0.11","RTP","89","PT=DynamicRTP-Type-127, SSRC=0x76832B0C, Seq=15753, Time=1628655295","1628655295","15753"
"281","3.281266","10.2.0.11","10.2.0.17","RTP","89","PT=DynamicRTP-Type-127, SSRC=0x76832B0C, Seq=15753, Time=1628655295","1628655295","15753"
"282","3.299153","10.2.0.17","10.2.0.11","RTP","89","PT=DynamicRTP-Type-127, SSRC=0x76832B0C, Seq=15754, Time=1628655455","1628655455","15754"
"283","3.303880","10.2.0.11","10.2.0.17","RTP","89","PT=DynamicRTP-Type-127, SSRC=0x76832B0C, Seq=15754, Time=1628655455","1628655455","15754"
"284","3.319242","10.2.0.17","10.2.0.11","RTP","89","PT=DynamicRTP-Type-127, SSRC=0x76832B0C, Seq=15755, Time=1628655615","1628655615","15755"
"285","3.321607","10.2.0.11","10.2.0.17","RTP","89","PT=DynamicRTP-Type-127, SSRC=0x76832B0C, Seq=15755, Time=1628655615","1628655615","15755"
"286","3.339201","10.2.0.17","10.2.0.11","RTP","89","PT=DynamicRTP-Type-127, SSRC=0x76832B0C, Seq=15756, Time=1628655775","1628655775","15756"
"287","3.341279","10.2.0.11","10.2.0.17","RTP","89","PT=DynamicRTP-Type-127, SSRC=0x76832B0C, Seq=15756, Time=1628655775","1628655775","15756"
"288","3.359158","10.2.0.17","10.2.0.11","RTP","89","PT=DynamicRTP-Type-127, SSRC=0x76832B0C, Seq=15757, Time=1628655935","1628655935","15757"
"289","3.361146","10.2.0.11","10.2.0.17","RTP","89","PT=DynamicRTP-Type-127, SSRC=0x76832B0C, Seq=15757, Time=1628655935","1628655935","15757"
"290","3.379147","10.2.0.17","10.2.0.11","RTP","89","PT=DynamicRTP-Type-127, SSRC=0x76832B0C, Seq=15758, Time=1628656095","1628656095","15758"
"291","3.381253","10.2.0.11","10.2.0.17","RTP","89","PT=DynamicRTP-Type-127, SSRC=0x76832B0C, Seq=15758, Time=1628656095","1628656095","15758"
"292","3.399134","10.2.0.17","10.2.0.11","RTP","89","PT=DynamicRTP-Type-127, SSRC=0x76832B0C, Seq=15759, Time=1628656255","1628656255","15759"
"293","3.401287","10.2.0.11","10.2.0.17","RTP","89","PT=DynamicRTP-Type-127, SSRC=0x76832B0C, Seq=15759, Time=1628656255","1628656255","15759"
"294","3.419083","10.2.0.17","10.2.0.11","RTP","89","PT=DynamicRTP-Type-127, SSRC=0x76832B0C, Seq=15760, Time=1628656415","1628656415","15760"
"295","3.420966","10.2.0.11","10.2.0.17","RTP","89","PT=DynamicRTP-Type-127, SSRC=0x76832B0C, Seq=15760, Time=1628656415","1628656415","15760"
"296","3.439170","10.2.0.17","10.2.0.11","RTP","89","PT=DynamicRTP-Type-127, SSRC=0x76832B0C, Seq=15761, Time=1628656575","1628656575","15761"
"297","3.441507","10.2.0.11","10.2.0.17","RTP","89","PT=DynamicRTP-Type-127, SSRC=0x76832B0C, Seq=15761, Time=1628656575","1628656575","15761"
"298","3.459133","10.2.0.17","10.2.0.11","RTP","89","PT=DynamicRTP-Type-127, SSRC=0x76832B0C, Seq=15762, Time=1628656735","1628656735","15762"
"299","3.461244","10.2.0.11","10.2.0.17","RTP","89","PT=DynamicRTP-Type-127, SSRC=0x76832B0C, Seq=15762, Time=1628656735","1628656735","15762"
"300","3.479110","10.2.0.17","10.2.0.11","RTP","89","PT=DynamicRTP-Type-127, SSRC=0x76832B0C, Seq=15763, Time=1628656895","1628656895","15763"
"301","3.481407","10.2.0.11","10.2.0.17","RTP","89","PT=DynamicRTP-Type-127, SSRC=0x76832B0C, Seq=15763, Time=1628656895","1628656895","15763"
"302","3.499141","10.2.0.17","10.2.0.11","RTP","89","PT=DynamicRTP-Type-127, SSRC=0x76832B0C, Seq=15764, Time=1628657055","1628657055","15764"
"303","3.501620","10.2.0.11","10.2.0.17","RTP","89","PT=DynamicRTP-Type-127, SSRC=0x76832B0C, Seq=15764, Time=1628657055","1628657055","15764"
"304","3.519181","10.2.0.17","10.2.0.11","RTP","63","PT=DynamicRTP-Type-127, SSRC=0x76832B0C, Seq=15765, Time=1628657215","1628657215","15765"
"305","3.521230","10.2.0.11","10.2.0.17","RTP","63","PT=DynamicRTP-Type-127, SSRC=0x76832B0C, Seq=15765, Time=1628657215","1628657215","15765"
"306","3.579215","10.2.0.17","10.2.0.11","RTP","63","PT=DynamicRTP-Type-127, SSRC=0x76832B0C, Seq=15766, Time=1628657695","1628657695","15766"
"307","3.581597","10.2.0.11","10.2.0.17","RTP","63","PT=DynamicRTP-Type-127, SSRC=0x76832B0C, Seq=15766, Time=1628657695","1628657695","15766"
"308","3.679181","10.2.0.17","10.2.0.11","RTP","89","PT=DynamicRTP-Type-127, SSRC=0x76832B0C, Seq=15767, Time=1628658495, Mark","1628658495","15767"
"309","3.682085","10.2.0.11","10.2.0.17","RTP","89","PT=DynamicRTP-Type-127, SSRC=0x76832B0C, Seq=15767, Time=1628658495, Mark","1628658495","15767"
"310","3.699104","10.2.0.17","10.2.0.11","RTP","89","PT=DynamicRTP-Type-127, SSRC=0x76832B0C, Seq=15768, Time=1628658655","1628658655","15768"
"311","3.701352","10.2.0.11","10.2.0.17","RTP","89","PT=DynamicRTP-Type-127, SSRC=0x76832B0C, Seq=15768, Time=1628658655","1628658655","15768"
"312","3.719121","10.2.0.17","10.2.0.11","RTP","89","PT=DynamicRTP-Type-127, SSRC=0x76832B0C, Seq=15769, Time=1628658815","1628658815","15769"
"313","3.721641","10.2.0.11","10.2.0.17","RTP","89","PT=DynamicRTP-Type-127, SSRC=0x76832B0C, Seq=15769, Time=1628658815","1628658815","15769"
"314","3.739148","10.2.0.17","10.2.0.11","RTP","89","PT=DynamicRTP-Type-127, SSRC=0x76832B0C, Seq=15770, Time=1628658975","1628658975","15770"
"315","3.742353","10.2.0.11","10.2.0.17","RTP","89","PT=DynamicRTP-Type-127, SSRC=0x76832B0C, Seq=15770, Time=1628658975","1628658975","15770"
"316","3.759174","10.2.0.17","10.2.0.11","RTP","89","PT=DynamicRTP-Type-127, SSRC=0x76832B0C, Seq=15771, Time=1628659135","1628659135","15771"
"317","3.761267","10.2.0.11","10.2.0.17","RTP","89","PT=DynamicRTP-Type-127, SSRC=0x76832B0C, Seq=15771, Time=1628659135","1628659135","15771"
"318","3.779156","10.2.0.17","10.2.0.11","RTP","89","PT=DynamicRTP-Type-127, SSRC=0x76832B0C, Seq=15772, Time=1628659295","1628659295","15772"
"319","3.781282","10.2.0.11","10.2.0.17","RTP","89","PT=DynamicRTP-Type-127, SSRC=0x76832B0C, Seq=15772, Time=1628659295","1628659295","15772"
"320","3.799143","10.2.0.17","10.2.0.11","RTP","89","PT=DynamicRTP-Type-127, SSRC=0x76832B0C, Seq=15773, Time=1628659455","1628659455","15773"
"321","3.801639","10.2.0.11","10.2.0.17","RTP","89","PT=DynamicRTP-Type-127, SSRC=0x76832B0C, Seq=15773, Time=1628659455","1628659455","15773"
"322","3.819136","10.2.0.17","10.2.0.11","RTP","89","PT=DynamicRTP-Type-127, SSRC=0x76832B0C, Seq=15774, Time=1628659615","1628659615","15774"
"323","3.821214","10.2.0.11","10.2.0.17","RTP","89","PT=DynamicRTP-Type-127, SSRC=0x76832B0C, Seq=15774, Time=1628659615","1628659615","15774"
"324","3.839374","10.2.0.17","10.2.0.11","RTP","89","PT=DynamicRTP-Type-127, SSRC=0x76832B0C, Seq=15775, Time=1628659775","1628659775","15775"
"325","3.841761","10.2.0.11","10.2.0.17","RTP","89","PT=DynamicRTP-Type-127, SSRC=0x76832B0C, Seq=15775, Time=1628659775","1628659775","15775"
"326","3.859281","10.2.0.17","10.2.0.11","RTP","89","PT=DynamicRTP-Type-127, SSRC=0x76832B0C, Seq=15776, Time=1628659935","1628659935","15776"
"327","3.861428","10.2.0.11","10.2.0.17","RTP","89","PT=DynamicRTP-Type-127, SSRC=0x76832B0C, Seq=15776, Time=1628659935","1628659935","15776"
"328","3.879158","10.2.0.17","10.2.0.11","RTP","89","PT=DynamicRTP-Type-127, SSRC=0x76832B0C, Seq=15777, Time=1628660095","1628660095","15777"
"329","3.881816","10.2.0.11","10.2.0.17","RTP","89","PT=DynamicRTP-Type-127, SSRC=0x76832B0C, Seq=15777, Time=1628660095","1628660095","15777"
"330","3.899159","10.2.0.17","10.2.0.11","RTP","89","PT=DynamicRTP-Type-127, SSRC=0x76832B0C, Seq=15778, Time=1628660255","1628660255","15778"
"331","3.901642","10.2.0.11","10.2.0.17","RTP","89","PT=DynamicRTP-Type-127, SSRC=0x76832B0C, Seq=15778, Time=1628660255","1628660255","15778"
"332","3.919106","10.2.0.17","10.2.0.11","RTP","89","PT=DynamicRTP-Type-127, SSRC=0x76832B0C, Seq=15779, Time=1628660415","1628660415","15779"
